HVS_lD,Basisszenario,FS-Art,FS-Aufkommen,FS-Geschwindigkeit,RVA-Breite,RVA-Lage,RVA-Oberfläche,Tr_li-Breite,Tr_li-Markierung,Tr_li-baulTrennung,Tr_re-Breite,Tr_re-Markierung,Parken,Kamera,Kommentar,SceneID,Häufigkeit,meherere_Kameraperspektive
1946,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1946,1,nein
1948,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1948,1,nein
1950,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1950,1,nein
1954,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1954,1,ja
1958,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1958,1,ja
1960,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1960,1,nein
1962,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1962,1,nein
1966,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1966,1,nein
1970,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1970,1,nein
1972,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1972,1,nein
1974,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1974,1,nein
1978,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1978,1,ja
1982,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1982,1,ja
1984,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1984,1,nein
1986,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1986,1,nein
1990,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1990,1,nein
1994,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1994,1,nein
1996,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1996,1,nein
1998,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1998,1,nein
2002,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_2002,1,ja
2006,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_2006,1,ja
2008,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_2008,1,nein
2010,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_2010,1,nein
2014,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2014,1,nein
2018,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2018,1,nein
2020,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2020,1,nein
2022,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2022,1,nein
2026,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2026,1,ja
2030,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2030,1,ja
2032,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2032,1,nein
2034,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2034,1,nein
2038,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2038,1,nein
2042,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2042,1,nein
2044,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2044,1,nein
2046,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2046,1,nein
2050,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2050,1,ja
2054,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2054,1,ja
2056,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2056,1,nein
2058,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2058,1,nein
2062,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2062,1,nein
2066,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2066,1,nein
2068,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2068,1,nein
2070,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2070,1,nein
2074,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2074,1,ja
2078,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2078,1,ja
2080,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2080,1,nein
2082,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2082,1,nein
2086,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2086,1,nein
2090,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2090,1,nein
2092,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2092,1,nein
2094,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2094,1,nein
2098,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2098,1,ja
2102,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2102,1,ja
2104,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2104,1,nein
2106,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2106,1,nein
2110,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2110,1,nein
2114,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2114,1,nein
2116,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2116,1,nein
2118,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2118,1,nein
2122,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2122,1,ja
2126,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2126,1,ja
2128,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2128,1,nein
2130,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2130,1,nein
2134,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2134,1,nein
2138,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2138,1,nein
2140,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2140,1,nein
2142,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2142,1,nein
2146,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2146,1,ja
2150,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2150,1,ja
2152,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2152,1,nein
2154,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,schraffiert,Längs,C,,01_MS_C_2154,1,nein
2158,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2158,1,nein
2162,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2162,1,nein
2164,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2164,1,nein
2166,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2166,1,nein
2170,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2170,1,ja
2174,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2174,1,ja
2176,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2176,1,nein
2178,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2178,1,nein
2182,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2182,1,nein
2186,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2186,1,nein
2188,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2188,1,nein
2190,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2190,1,nein
2194,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2194,1,ja
2198,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2198,1,ja
2200,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2200,1,nein
2202,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2202,1,nein
2206,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2206,1,nein
2210,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2210,1,nein
2212,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2212,1,nein
2214,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2214,1,nein
2218,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2218,1,ja
2222,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2222,1,ja
2224,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2224,1,nein
2226,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,schraffiert,Längs,C,,01_MS_C_2226,1,nein
2230,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2230,1,nein
2234,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2234,1,nein
2236,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2236,1,nein
2238,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2238,1,nein
2242,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2242,1,ja
2246,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2246,1,ja
2248,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2248,1,nein
2250,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2250,1,nein
2254,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2254,1,nein
2258,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2258,1,nein
2260,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2260,1,nein
2262,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2262,1,nein
2266,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2266,1,ja
2270,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2270,1,ja
2272,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2272,1,nein
2274,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2274,1,nein
2278,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2278,1,nein
2282,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2282,1,nein
2284,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2284,1,nein
2286,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2286,1,nein
2290,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2290,1,ja
2294,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2294,1,ja
2296,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2296,1,nein
2298,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,schraffiert,Längs,C,,01_MS_C_2298,1,nein
2302,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2302,1,nein
2306,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2306,1,nein
2308,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2308,1,nein
2310,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2310,1,nein
2314,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2314,1,ja
2318,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2318,1,ja
2320,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2320,1,nein
2322,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2322,1,nein
2326,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2326,1,nein
2330,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2330,1,nein
2332,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2332,1,nein
2334,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2334,1,nein
2338,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2338,1,ja
2342,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2342,1,ja
2344,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2344,1,nein
2346,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2346,1,nein
2350,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2350,1,nein
2354,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2354,1,nein
2356,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2356,1,nein
2358,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2358,1,nein
2362,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2362,1,ja
2366,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2366,1,ja
2368,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2368,1,nein
2370,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,schraffiert,Längs,C,,01_MS_C_2370,1,nein
7,7,Kfz,normal,50,breit,Parken-Seitenraum,Asphalt,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_7,1,nein
23,7,Tram,normal,50,breit,Parken-Seitenraum,Asphalt,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_23,1,nein
30,7,Kfz,hoch,50,breit,Parken-Seitenraum,Asphalt,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_30,1,nein
39,7,Einbahn,hoch,50,breit,Parken-Seitenraum,Asphalt,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_39,1,nein
53,7,Kfz,normal,30,breit,Parken-Seitenraum,Asphalt,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_53,1,nein
69,7,Tram,normal,30,breit,Parken-Seitenraum,Asphalt,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_69,1,nein
76,7,Kfz,hoch,30,breit,Parken-Seitenraum,Asphalt,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_76,1,nein
85,7,Einbahn,hoch,30,breit,Parken-Seitenraum,Asphalt,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_85,1,nein
97,7,Kfz,normal,50,breit,Parken-Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_97,1,nein
107,7,Tram,normal,50,breit,Parken-Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_107,1,nein
112,7,Kfz,hoch,50,breit,Parken-Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_112,1,nein
117,7,Einbahn,hoch,50,breit,Parken-Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_117,1,nein
127,7,Kfz,normal,30,breit,Parken-Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_127,1,nein
137,7,Tram,normal,30,breit,Parken-Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_137,1,nein
142,7,Kfz,hoch,30,breit,Parken-Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_142,1,nein
147,7,Einbahn,hoch,30,breit,Parken-Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_147,1,nein
157,7,Kfz,normal,50,breit,Parken-Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_157,1,nein
167,7,Tram,normal,50,breit,Parken-Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,-,-,Längs,C,,01_MS_C_167,1,nein
