SR_lD,Basisszenario,Kamera,Links_RVA,Tr_li-Breite,Tr_li-Art,Tr_li_baulTrennung,RVA-Breite,Tr_re-Breite,Tr_re-Art,GW-Breite,GW-Geschaeftsnutzung,Haeuserfront,SceneID,Häufigkeit
820,08,C,Fahrstreifen,-,-,-,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_820,1
821,08,C,Fahrstreifen,schmal,Gruenstreifen,-,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_821,1
822,08,C,Fahrstreifen,schmal,Aufpflasterung,-,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_822,1
823,08,C,Fahrstreifen,breit,Gruenstreifen,-,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_823,1
824,08,C,Fahrstreifen,breit,Aufpflasterung,-,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_824,1
825,08,C,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_825,1
826,08,C,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_826,1
827,08,C,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_827,1
828,08,C,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_828,1
829,08,C,Fahrstreifen,-,-,-,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_829,1
830,08,C,Fahrstreifen,schmal,Gruenstreifen,-,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_830,1
831,08,C,Fahrstreifen,schmal,Aufpflasterung,-,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_831,1
832,08,C,Fahrstreifen,breit,Gruenstreifen,-,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_832,1
833,08,C,Fahrstreifen,breit,Aufpflasterung,-,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_833,1
834,08,C,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_834,1
835,08,C,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_835,1
836,08,C,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_836,1
837,08,C,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_837,1
838,08,C,Fahrstreifen,-,-,-,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_838,1
839,08,C,Fahrstreifen,schmal,Gruenstreifen,-,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_839,1
840,08,C,Fahrstreifen,schmal,Aufpflasterung,-,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_840,1
841,08,C,Fahrstreifen,breit,Gruenstreifen,-,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_841,1
842,08,C,Fahrstreifen,breit,Aufpflasterung,-,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_842,1
843,08,C,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_843,1
844,08,C,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_844,1
845,08,C,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_845,1
846,08,C,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_846,1
847,08,C,Fahrstreifen,-,-,-,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_847,1
848,08,C,Fahrstreifen,schmal,Gruenstreifen,-,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_848,1
849,08,C,Fahrstreifen,schmal,Aufpflasterung,-,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_849,1
850,08,C,Fahrstreifen,breit,Gruenstreifen,-,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_850,1
851,08,C,Fahrstreifen,breit,Aufpflasterung,-,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_851,1
852,08,C,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_852,1
853,08,C,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_853,1
854,08,C,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_854,1
855,08,C,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_855,1
856,08,C,Gruenanlage,-,-,-,breit,-,-,schmal,-,normal,01_CP_C_856,1
857,08,C,Gruenanlage,schmal,Gruenstreifen,-,breit,-,-,schmal,-,normal,01_CP_C_857,1
858,08,C,Gruenanlage,schmal,Aufpflasterung,-,breit,-,-,schmal,-,normal,01_CP_C_858,1
859,08,C,Gruenanlage,breit,Gruenstreifen,-,breit,-,-,schmal,-,normal,01_CP_C_859,1
860,08,C,Gruenanlage,breit,Aufpflasterung,-,breit,-,-,schmal,-,normal,01_CP_C_860,1
861,08,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,-,-,schmal,-,normal,01_CP_C_861,1
862,08,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,-,-,schmal,-,normal,01_CP_C_862,1
863,08,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,-,-,schmal,-,normal,01_CP_C_863,1
864,08,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,-,-,schmal,-,normal,01_CP_C_864,1
865,08,C,Gruenanlage,-,-,-,breit,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_865,1
866,08,C,Gruenanlage,schmal,Gruenstreifen,-,breit,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_866,1
867,08,C,Gruenanlage,schmal,Aufpflasterung,-,breit,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_867,1
868,08,C,Gruenanlage,breit,Gruenstreifen,-,breit,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_868,1
869,08,C,Gruenanlage,breit,Aufpflasterung,-,breit,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_869,1
870,08,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_870,1
871,08,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_871,1
872,08,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_872,1
873,08,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_873,1
874,08,C,Gruenanlage,-,-,-,breit,breit,Gruenstreifen,schmal,-,normal,01_CP_C_874,1
875,08,C,Gruenanlage,schmal,Gruenstreifen,-,breit,breit,Gruenstreifen,schmal,-,normal,01_CP_C_875,1
876,08,C,Gruenanlage,schmal,Aufpflasterung,-,breit,breit,Gruenstreifen,schmal,-,normal,01_CP_C_876,1
877,08,C,Gruenanlage,breit,Gruenstreifen,-,breit,breit,Gruenstreifen,schmal,-,normal,01_CP_C_877,1
878,08,C,Gruenanlage,breit,Aufpflasterung,-,breit,breit,Gruenstreifen,schmal,-,normal,01_CP_C_878,1
879,08,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,schmal,-,normal,01_CP_C_879,1
880,08,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,schmal,-,normal,01_CP_C_880,1
881,08,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,schmal,-,normal,01_CP_C_881,1
882,08,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,schmal,-,normal,01_CP_C_882,1
883,08,C,Gruenanlage,-,-,-,breit,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_883,1
884,08,C,Gruenanlage,schmal,Gruenstreifen,-,breit,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_884,1
885,08,C,Gruenanlage,schmal,Aufpflasterung,-,breit,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_885,1
886,08,C,Gruenanlage,breit,Gruenstreifen,-,breit,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_886,1
887,08,C,Gruenanlage,breit,Aufpflasterung,-,breit,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_887,1
888,08,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_888,1
889,08,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_889,1
890,08,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_890,1
891,08,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_891,1
892,08,C,Gruenanlage,-,-,-,breit,breit,Aufpflasterung,schmal,-,normal,01_CP_C_892,1
893,08,C,Gruenanlage,schmal,Gruenstreifen,-,breit,breit,Aufpflasterung,schmal,-,normal,01_CP_C_893,1
894,08,C,Gruenanlage,schmal,Aufpflasterung,-,breit,breit,Aufpflasterung,schmal,-,normal,01_CP_C_894,1
895,08,C,Gruenanlage,breit,Gruenstreifen,-,breit,breit,Aufpflasterung,schmal,-,normal,01_CP_C_895,1
896,08,C,Gruenanlage,breit,Aufpflasterung,-,breit,breit,Aufpflasterung,schmal,-,normal,01_CP_C_896,1
897,08,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,schmal,-,normal,01_CP_C_897,1
898,08,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,schmal,-,normal,01_CP_C_898,1
899,08,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,schmal,-,normal,01_CP_C_899,1
900,08,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,schmal,-,normal,01_CP_C_900,1
901,08,C,Gruenanlage,-,-,-,breit,-,-,schmal,ja,normal,01_CP_C_901,1
902,08,C,Gruenanlage,schmal,Gruenstreifen,-,breit,-,-,schmal,ja,normal,01_CP_C_902,1
903,08,C,Gruenanlage,schmal,Aufpflasterung,-,breit,-,-,schmal,ja,normal,01_CP_C_903,1
904,08,C,Gruenanlage,breit,Gruenstreifen,-,breit,-,-,schmal,ja,normal,01_CP_C_904,1
905,08,C,Gruenanlage,breit,Aufpflasterung,-,breit,-,-,schmal,ja,normal,01_CP_C_905,1
906,08,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,-,-,schmal,ja,normal,01_CP_C_906,1
907,08,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,-,-,schmal,ja,normal,01_CP_C_907,1
908,08,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,-,-,schmal,ja,normal,01_CP_C_908,1
909,08,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,-,-,schmal,ja,normal,01_CP_C_909,1
910,08,C,Gruenanlage,-,-,-,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_910,1
911,08,C,Gruenanlage,schmal,Gruenstreifen,-,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_911,1
912,08,C,Gruenanlage,schmal,Aufpflasterung,-,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_912,1
913,08,C,Gruenanlage,breit,Gruenstreifen,-,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_913,1
914,08,C,Gruenanlage,breit,Aufpflasterung,-,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_914,1
915,08,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_915,1
916,08,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_916,1
917,08,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_917,1
918,08,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_918,1
919,08,C,Gruenanlage,-,-,-,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_919,1
920,08,C,Gruenanlage,schmal,Gruenstreifen,-,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_920,1
921,08,C,Gruenanlage,schmal,Aufpflasterung,-,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_921,1
922,08,C,Gruenanlage,breit,Gruenstreifen,-,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_922,1
923,08,C,Gruenanlage,breit,Aufpflasterung,-,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_923,1
924,08,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_924,1
925,08,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_925,1
926,08,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_926,1
927,08,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_927,1
928,08,C,Gruenanlage,-,-,-,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_928,1
929,08,C,Gruenanlage,schmal,Gruenstreifen,-,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_929,1
930,08,C,Gruenanlage,schmal,Aufpflasterung,-,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_930,1
931,08,C,Gruenanlage,breit,Gruenstreifen,-,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_931,1
932,08,C,Gruenanlage,breit,Aufpflasterung,-,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_932,1
933,08,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_933,1
934,08,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_934,1
935,08,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_935,1
936,08,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_936,1
937,08,C,Gruenanlage,-,-,-,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_937,1
938,08,C,Gruenanlage,schmal,Gruenstreifen,-,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_938,1
939,08,C,Gruenanlage,schmal,Aufpflasterung,-,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_939,1
940,08,C,Gruenanlage,breit,Gruenstreifen,-,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_940,1
941,08,C,Gruenanlage,breit,Aufpflasterung,-,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_941,1
942,08,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_942,1
943,08,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_943,1
944,08,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_944,1
945,08,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_945,1
946,10,C,Parken,-,-,-,breit,-,-,breit,-,normal,01_CP_C_946,1
947,10,C,Parken,schmal,Gruenstreifen,-,breit,-,-,breit,-,normal,01_CP_C_947,1
948,10,C,Parken,schmal,Aufpflasterung,-,breit,-,-,breit,-,normal,01_CP_C_948,1
949,10,C,Parken,breit,Gruenstreifen,-,breit,-,-,breit,-,normal,01_CP_C_949,1
950,10,C,Parken,breit,Aufpflasterung,-,breit,-,-,breit,-,normal,01_CP_C_950,1
951,10,C,Parken,schmal,Gruenstreifen,Sperrpfosten,breit,-,-,breit,-,normal,01_CP_C_951,1
952,10,C,Parken,schmal,Aufpflasterung,Sperrpfosten,breit,-,-,breit,-,normal,01_CP_C_952,1
953,10,C,Parken,breit,Gruenstreifen,Sperrpfosten,breit,-,-,breit,-,normal,01_CP_C_953,1
954,10,C,Parken,breit,Aufpflasterung,Sperrpfosten,breit,-,-,breit,-,normal,01_CP_C_954,1
955,10,C,Parken,-,-,-,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_955,1
956,10,C,Parken,schmal,Gruenstreifen,-,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_956,1
957,10,C,Parken,schmal,Aufpflasterung,-,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_957,1
958,10,C,Parken,breit,Gruenstreifen,-,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_958,1
959,10,C,Parken,breit,Aufpflasterung,-,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_959,1
960,10,C,Parken,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_960,1
961,10,C,Parken,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_961,1
962,10,C,Parken,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_962,1
963,10,C,Parken,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_963,1
964,10,C,Parken,-,-,-,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_964,1
965,10,C,Parken,schmal,Gruenstreifen,-,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_965,1
966,10,C,Parken,schmal,Aufpflasterung,-,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_966,1
967,10,C,Parken,breit,Gruenstreifen,-,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_967,1
968,10,C,Parken,breit,Aufpflasterung,-,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_968,1
969,10,C,Parken,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_969,1
970,10,C,Parken,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_970,1
971,10,C,Parken,breit,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_971,1
972,10,C,Parken,breit,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_972,1
973,10,C,Parken,-,-,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_973,1
974,10,C,Parken,schmal,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_974,1
975,10,C,Parken,schmal,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_975,1
976,10,C,Parken,breit,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_976,1
977,10,C,Parken,breit,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_977,1
978,10,C,Parken,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_978,1
979,10,C,Parken,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_979,1
980,10,C,Parken,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_980,1
981,10,C,Parken,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_981,1
982,10,C,Parken,-,-,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_982,1
983,10,C,Parken,schmal,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_983,1
984,10,C,Parken,schmal,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_984,1
985,10,C,Parken,breit,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_985,1
986,10,C,Parken,breit,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_986,1
987,10,C,Parken,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_987,1
988,10,C,Parken,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_988,1
989,10,C,Parken,breit,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_989,1
990,10,C,Parken,breit,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_990,1
991,10,C,Parken,-,-,-,breit,-,-,breit,ja,normal,01_CP_C_991,1
992,10,C,Parken,schmal,Gruenstreifen,-,breit,-,-,breit,ja,normal,01_CP_C_992,1
993,10,C,Parken,schmal,Aufpflasterung,-,breit,-,-,breit,ja,normal,01_CP_C_993,1
994,10,C,Parken,breit,Gruenstreifen,-,breit,-,-,breit,ja,normal,01_CP_C_994,1
995,10,C,Parken,breit,Aufpflasterung,-,breit,-,-,breit,ja,normal,01_CP_C_995,1
996,10,C,Parken,schmal,Gruenstreifen,Sperrpfosten,breit,-,-,breit,ja,normal,01_CP_C_996,1
997,10,C,Parken,schmal,Aufpflasterung,Sperrpfosten,breit,-,-,breit,ja,normal,01_CP_C_997,1
998,10,C,Parken,breit,Gruenstreifen,Sperrpfosten,breit,-,-,breit,ja,normal,01_CP_C_998,1
999,10,C,Parken,breit,Aufpflasterung,Sperrpfosten,breit,-,-,breit,ja,normal,01_CP_C_999,1
1000,10,C,Parken,-,-,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1000,1
1001,10,C,Parken,schmal,Gruenstreifen,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1001,1
1002,10,C,Parken,schmal,Aufpflasterung,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1002,1
1003,10,C,Parken,breit,Gruenstreifen,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1003,1
1004,10,C,Parken,breit,Aufpflasterung,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1004,1
1005,10,C,Parken,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1005,1
1006,10,C,Parken,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1006,1
1007,10,C,Parken,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1007,1
1008,10,C,Parken,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1008,1
1009,10,C,Parken,-,-,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1009,1
1010,10,C,Parken,schmal,Gruenstreifen,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1010,1
1011,10,C,Parken,schmal,Aufpflasterung,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1011,1
1012,10,C,Parken,breit,Gruenstreifen,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1012,1
1013,10,C,Parken,breit,Aufpflasterung,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1013,1
1014,10,C,Parken,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1014,1
1015,10,C,Parken,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1015,1
1016,10,C,Parken,breit,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1016,1
1017,10,C,Parken,breit,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1017,1
1018,10,C,Parken,-,-,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1018,1
1019,10,C,Parken,schmal,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1019,1
1020,10,C,Parken,schmal,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1020,1
1021,10,C,Parken,breit,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1021,1
1022,10,C,Parken,breit,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1022,1
1023,10,C,Parken,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1023,1
1024,10,C,Parken,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1024,1
1025,10,C,Parken,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1025,1
1026,10,C,Parken,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1026,1
1027,10,C,Parken,-,-,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1027,1
1028,10,C,Parken,schmal,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1028,1
1029,10,C,Parken,schmal,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1029,1
1030,10,C,Parken,breit,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1030,1
1031,10,C,Parken,breit,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1031,1
1032,10,C,Parken,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1032,1
1033,10,C,Parken,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1033,1
1034,10,C,Parken,breit,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1034,1
1035,10,C,Parken,breit,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1035,1
1036,11,C,Fahrstreifen,-,-,-,breit,-,-,breit,-,normal,01_CP_C_1036,1
